Citation,PR_ID,Year,ST_OB,ES_ID,CHT_ID,Ecosystem_type,Longitude,Latitude,Study_design,Continent,Region,Country,Climat_type,Source,Variable,Impact_type,Level_ecological_organization,nT,mT,sdT,nC,mC,sdC,num.shared.control,N.control.sc
Bhatta et al. 2020. Environmental Conservation 47(3): 197-205 ,PUB1,2020,1,ES1,PUB1_1,Forest,81.557454,28.3648644,Observational,Asia-Tropical,Bardia National Park,Nepal,Sub tropical,Table 3,Total plant species richness,Plant richness,Community,60,7,2,60,16.3,4.6,1,60
Bhatta et al. 2020. Environmental Conservation 47(3): 197-205 ,PUB1,2020,2,ES2,PUB1_1,Forest,81.557454,28.3648644,Observational,Asia-Tropical,Bardia National Park,Nepal,Sub tropical,Table 3,Native plant species richness,Plant richness,Community,60,6.4,1.9,60,14.1,3.5,1,60
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,1,ES3,PUB2_1,Forest,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Figure 3,Number of woody species,Plant richness,Community,60,0.81,1.316814338,60,1.31,2.323790008,1,60
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,2,ES4,PUB2_2,Shrubland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,pH,pH,Ecosystem,4,4.5,0.14,4,5,0.18,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,3,ES5,PUB2_3,Forest,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,pH,pH,Ecosystem,4,4.6,0.24,4,5,0.3,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,4,ES6,PUB2_4,Grassland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,pH,pH,Ecosystem,4,4.7,0.28,4,5.2,0.14,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,5,ES7,PUB2_2,Shrubland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,N (%),N pools,Ecosystem,4,0.07,0.02,4,0.63,0.36,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,6,ES8,PUB2_3,Forest,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,N (%),N pools,Ecosystem,4,0.13,0.04,4,1.1,0.36,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,7,ES9,PUB2_4,Grassland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,N (%),N pools,Ecosystem,4,0.15,0.02,4,1.33,0.36,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,8,ES10,PUB2_2,Shrubland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,P (mg/kg),P pools,Ecosystem,4,4.8,2.64,4,5.09,0.64,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,9,ES11,PUB2_3,Forest,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,P (mg/kg),P pools,Ecosystem,4,5.13,0.74,4,4.76,0.42,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,10,ES12,PUB2_4,Grassland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,P (mg/kg),P pools,Ecosystem,4,6.15,1.28,4,13.17,13.32,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,11,ES13,PUB2_2,Shrubland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,K (mg/kg),Macronutrients,Ecosystem,4,1.55,0.26,4,0.21,0.02,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,12,ES14,PUB2_3,Forest,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,K (mg/kg),Macronutrients,Ecosystem,4,2.03,0.4,4,0.27,0.02,1,4
Agaldo 2020. African Journal of Ecology 58(2): 291-298,PUB2,2020,13,ES15,PUB2_4,Grassland,8.983333,9.883333,Observational,Africa,Amurum Forest Reserve,Nigeria,,Table 1,K (mg/kg),Macronutrients,Ecosystem,4,2.38,0.48,4,0.31,0.08,1,4
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,1,ES16,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,pH,pH,Ecosystem,25,5.9,0.5,25,5.6,1,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,2,ES17,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Total Phosphorous,P pools,Ecosystem,25,19.1,14.5,25,8.6,8,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,3,ES18,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Total Nitrogen,N pools,Ecosystem,25,1341.2,928,25,906.4,703,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,4,ES19,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Total Carbon,C pools,Ecosystem,25,12780,5969.5,25,9636,4771,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,5,ES20,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Exchangable K,Macronutrients,Ecosystem,25,157.1,77,25,144.1,90.5,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,6,ES21,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Exchangable Na,Salinity,Ecosystem,25,46.8,20,25,56,27.5,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,7,ES22,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Exchangable Calcium,Macronutrients,Ecosystem,25,1009,670.5,25,900.8,822,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,8,ES23,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Table 2,Exchangable Magnessium,Macronutrients,Ecosystem,25,207.4,124,25,205.1,164.5,1,25
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,9,ES24,PUB3_1,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Figure 2a,Soil moisture (%) (October),Soil moisture,Ecosystem,50,9.15,5.303300859,50,7.59,6.151828996,1,50
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,10,ES25,PUB3_2,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Figure 2a,Soil moisture (%) (November),Soil moisture,Ecosystem,50,8.16,4.949747468,50,5.25,3.464823228,1,50
"Ruwanza and Shackleton, 2016. Weed Biology and Management 16:67-79",PUB3,2016,11,ES26,PUB3_3,Grassland,27.0011,-33.53333333,Observational,Africa,Eastern Cape,South Africa,,Figure 2a,Soil moisture (%) (December),Soil moisture,Ecosystem,50,7.66,4.666904756,50,4.48,2.687005769,1,50
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,1,ES27,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Figure 3,Protease activity,Microbial activity,Ecosystem,3,1.96,0.08660254,3,1.13,0.034641016,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,2,ES28,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Figure 3,Invertase activity,Microbial activity,Ecosystem,3,48.9,0.346410162,3,21.8,0.08660254,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,3,ES29,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Figure 3,Catalase,Microbial activity,Ecosystem,3,3.77,0.051961524,3,2.6,0.034641016,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,4,ES30,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Figure 3,Uruase,Microbial activity,Ecosystem,3,579,20.26499445,3,286.4,9.872689603,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,5,ES31,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Figure 3,Cellulase,Microbial activity,Ecosystem,3,15.8,0.346410162,3,6.06,0.415692194,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,6,ES32,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Table 2,Shannon-Wiener index (soil microbial),Microbial diversity,Community,3,3.61,0.046765372,3,2.87,0.571576766,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,7,ES33,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Table 2,McIntosh index (soil microbial),Plant abundance,Community,3,9.06,0.484974226,3,6.68,0.381051178,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,8,ES34,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Table 2,Soil microbial richness,Microbial richness,Community,3,29.11,0.225166605,3,22.97,0.467653718,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,9,ES35,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Table 2,Simpson index (soil microbial),Microbial abundance,Community,3,0.96,0.077942286,3,0.93,0.005196152,1,3
Wang et al. 2015. Allelopathy Journal 35(2): 197-206,PUB4,2015,10,ES36,PUB4_1,Farm,112.947649,23.1253503,Observational,Asia-Temperate,"Zengcheng area, Guangzhou city",China,,Table 2,Pielou's evenness index (soil microbial),Microbial diversity,Community,3,0.98,0.010392305,3,0.97,0.006928203,1,3
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,1,ES37,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,Mean height (m),Community growth,Community,15,6.7,1.394274005,15,5.8,1.549193338,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,2,ES38,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Mean diameter (DBH, cm)",Community growth,Community,15,9.4,2.866007676,15,7.2,2.439979508,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,3,ES39,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Shrub density (stems ha?
1)",Plant abundance,Community,15,1375,561.5825852,15,2461,530.5987184,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,4,ES40,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Tree density (stems ha?
1)",Plant abundance,Community,15,487,302.092701,15,878,464.7580015,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,5,ES41,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Basal area (
m2 ha?
1)",Plant abundance,Community,15,6.73,0.580947502,15,5.16,4.415201015,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,6,ES42,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Seedling density (
ha?1)",Plant abundance,Community,15,152,185.9032006,15,298,174.2842506,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,7,ES43,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,"Species richness (
plot?1)",Plant richness,Community,15,7.5,1.936491673,15,12.4,2.633628675,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,8,ES44,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 2,Species diversity (H´),Plant diversity,Community,15,1.5,0.348568501,15,2.9,0.387298335,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,9,ES45,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,Soil organic C (%),C pools,Ecosystem,15,1.5,0.619677335,15,1.13,0.387298335,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,10,ES46,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,Soil N (%),N pools,Ecosystem,15,0.51,0.503487835,15,0.28,0.077459667,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,11,ES47,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,Soil available P (ppm),P pools,Ecosystem,15,9.4,0.968245837,15,8.9,1.278084504,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,12,ES48,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,Soil K (me %),Macronutrients,Ecosystem,15,0.94,0.580947502,15,0.48,0.619677335,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,13,ES49,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,"Soil pH (
CaCl2)",pH,Ecosystem,15,7.2,1.161895004,15,6.2,0.89078617,1,15
Mahla and Mlambo. 2019. Tropical Ecology 60: 129-139 ,PUB5,2019,14,ES50,PUB5_1,Forest,32.716667,-20.35,Observational,Africa,South-eastern Zimbabwe,Zimbabwe,Semi-arid,Table 3,Soil moisture (%),Soil moisture,Ecosystem,15,7.72,3.446955178,15,12.9,3.795523679,1,15
Jevon and Shackleton. 2015. Human Ecology volume 43: 247-254,PUB6,2015,1,ES51,PUB6_1,Forest,28.7,-32.5,Observational,Africa,"Mazeppa Bay area, Eastern Cape",South Africa,Temperate,Text,Native tree species density,Plant abundance,Community,87,18.3,17.4,13,51.2,34.7,1,13
Jevon and Shackleton. 2015. Human Ecology volume 43: 247-254,PUB6,2015,2,ES52,PUB6_1,Forest,28.7,-32.5,Observational,Africa,"Mazeppa Bay area, Eastern Cape",South Africa,Temperate,Text,Native tree species richness,Plant richness,Community,87,5.5,3.2,13,11.2,2.5,1,13
Gooden et al. 2009. Forest Ecology and Management 257: 960-967,PUB7,2009,1,ES53,PUB7_1,Forest,150.725361,-34.634397,Observational,Australasia,"Minnamurra Rainforest Reserve, New South Wales",Australia,,Figure 1,Native plant species richness,Plant richness,Community,10,17.7,6.008327554,10,35.4,7.273238618,1,10
Gooden et al. 2009. Forest Ecology and Management 257: 960-967,PUB7,2009,2,ES54,PUB7_1,Forest,150.725361,-34.634397,Observational,Australasia,"Minnamurra Rainforest Reserve, New South Wales",Australia,,Figure 4,Native tree juvenile density,Plant abundance,Community,10,6.16,4.711793714,10,35.6,11.70042734,1,10
Gooden et al. 2009. Forest Ecology and Management 257: 960-967,PUB7,2009,3,ES55,PUB7_1,Forest,150.725361,-34.634397,Observational,Australasia,"Minnamurra Rainforest Reserve, New South Wales",Australia,,Figure 4,Native tree adult density,Plant abundance,Community,10,11.5,3.16227766,10,31.4,8.221921916,1,10
Gooden et al. 2009. Forest Ecology and Management 257: 960-967,PUB7,2009,4,ES56,PUB7_1,Forest,150.725361,-34.634397,Observational,Australasia,"Minnamurra Rainforest Reserve, New South Wales",Australia,,Figure 4,Shrub density,Plant abundance,Community,10,0.79,3.16227766,10,9.74,8.822754672,1,10
Prasad 2012. Journal of Tropical Ecology 28: 55-64,PUB8,2012,1,ES57,PUB8_1,Forest,76.4998425,11.6935064,Observational,Asia-Tropical,Bandipur Tiger Reserve,India,,Figure 3b,Native tree sapling density,Plant abundance,Community,20,11.1,15.20526225,20,24.3,20.57182539,1,20
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,1,ES58,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Soil moisture (%),Soil moisture,Ecosystem,4,4.86,0.6,4,2.72,0.58,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,2,ES59,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Organic carbon (%),C pools,Ecosystem,4,5.19,0.54,4,4.18,0.52,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,3,ES60,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Total carbon (%),C pools,Ecosystem,4,5.62,0.6,4,4.84,0.58,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,4,ES61,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Total nitrogen (%),N pools,Ecosystem,4,0.41,0.04,4,0.35,0.04,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,5,ES62,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Nitrate nitrogen (mg/kg),N pools,Ecosystem,4,5.83,4.66,4,8.58,4.52,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,6,ES63,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Phosphorus (mg/kg),P pools,Ecosystem,4,63.83,9.72,4,63.21,9.42,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,7,ES64,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Potassium (meq/100 g),Macronutrients,Ecosystem,4,1.11,0.16,4,1.12,0.14,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,8,ES65,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Calcium (meq/100 g),Macronutrients,Ecosystem,4,19.92,1.56,4,16.96,1.52,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,9,ES66,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Exchangeable Sodium (meq/100 g),Salinity,Ecosystem,4,0.23,0.02,4,0.33,0.04,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,10,ES67,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Total sodium (meq/100 g),Salinity,Ecosystem,4,0.26,0.06,4,0.39,0.06,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,11,ES68,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Magnesium (meq/100 g),Macronutrients,Ecosystem,4,8.27,0.66,4,8.87,0.62,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,12,ES69,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Copper (mg/kg),Micronutrients,Ecosystem,4,2.17,0.22,4,3.53,0.2,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,13,ES70,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Iron (mg/kg),Micronutrients,Ecosystem,4,41.43,6.34,4,77.85,6.14,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,14,ES71,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Manganese (mg/kg),Micronutrients,Ecosystem,4,37.74,18.86,4,82.07,18.26,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,15,ES72,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Zinc (mg/kg),Micronutrients,Ecosystem,4,7.54,1.68,4,7.95,1.62,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,16,ES73,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Sulfur (mg/kg),Macronutrients,Ecosystem,4,14.33,2.96,4,18.77,2.86,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,17,ES74,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,pH,pH,Ecosystem,4,6.6,0.14,4,6.18,0.14,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,18,ES75,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Electrical conductivity (dS/m),Salinity,Ecosystem,4,0.08,0.02,4,0.09,0.02,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,19,ES76,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Chloride (mg/kg),Micronutrients,Ecosystem,4,22.33,4.82,4,27.73,4.66,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,20,ES77,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Silt,Soil texture,Ecosystem,4,20.89,1.5,4,22.67,1.46,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,21,ES78,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Clay,Soil texture,Ecosystem,4,51.44,2.18,4,53.44,2.1,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,22,ES79,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Coarse sand,Soil texture,Ecosystem,4,17.22,10.86,4,14.04,12.4,1,4
Osunkoya and Perrett. 2011. Biology and Fertility of Soils 47: 349-355,PUB9,2011,23,ES80,PUB9_1,Forest,152.0922396,-26.8830493,Observational,Australasia,Yarraman and Blackbutt area,Australia,,Table 1,Fine sand,Soil texture,Ecosystem,4,12.02,1.52,4,10.22,1.48,1,4
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,1,ES81,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Tree canopy cover ,Plant abundance,Community,3,15,8.66,3,63.33,2.88,10,0.3
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,2,ES82,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Total herb cover,Plant abundance,Community,12,33.33,35.54,12,94.66,3.05,10,1.2
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,3,ES83,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Shannon diversity (H’) (Plants),Plant diversity,Community,12,0.24,0.14,12,1.16,0.03,10,1.2
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,4,ES84,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Soil moisture,Soil moisture,Ecosystem,9,12.5,4.77,9,18.7,3.66,10,0.9
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,5,ES85,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,pH,pH,Ecosystem,9,7.32,0.21,9,7.35,0.33,10,0.9
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,6,ES86,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Soil Organic Carbon ,C pools,Ecosystem,9,2.18,0.78,9,1.46,0.6,10,0.9
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,7,ES87,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Soil Total Nitrogen,N pools,Ecosystem,9,0.14,0.06,9,0.11,0.02,10,0.9
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,8,ES88,PUB10_1,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Light Intensity,Light availibility,Ecosystem,3,1706.6,15.24,3,707.6,29.62,10,0.3
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,9,ES89,PUB10_2,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Tree canopy cover ,Plant abundance,Community,3,20.67,16.77,3,63.33,2.88,10,0.3
"Sharma and Raghubanshi, 2011. Applied Ecology and Environmental Research 9:253-264 ",PUB10,2011,10,ES90,PUB10_2,Forest,82.2055904,24.3842092,Observational,Asia-Tropical,"Vindhyan plateau, Utter Pradesh",India,Tropical,Table 1,Total herb cover,Plant abundance,Community,12,32.33,30.35,12,94.66,3.05,10,1.2
